"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	489		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	1488		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	1412		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	2900		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	10503		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	9537		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	20040		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	8534		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	7777		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	16311		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	1969		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	1760		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	3729		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4078		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	3722		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	7800		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	14581		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	13259		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	27840		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	57872		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	53236		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	111108		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	45158		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	41332		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	86490		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	12714		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	11904		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	24618		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	50376		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	47592		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	97968		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	108248		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	100828		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	209076		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	64870		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	59836		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	124706		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	44260		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	40708		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	84968		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	20610		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	19128		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	39738		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	60085		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	57244		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	117329		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	124955		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	117080		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	242035		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	9870		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	9190		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	19060		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	9870		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	9190		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	19060		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4327		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	3950		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	8277		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	14197		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	13140		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	27337		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	7390		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	6845		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	14235		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	7390		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	6845		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	14235		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	69		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	73		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	142		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	7459		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	6918		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	14377		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	2480		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	2345		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	4825		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2480		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	2345		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	4825		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	4258		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	3877		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PRI"	"privata"	"2018"	"2018"	8135		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	6738		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	6222		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"ALL"	"totale"	"2018"	"2018"	12960		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	19421		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	17486		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"PUB"	"pubblica"	"2018"	"2018"	36907		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	17201		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"PRE"	"infanzia"	"STA"	"statale"	"2018"	"2018"	15556		
