"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	16073		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	33471		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	113138		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	105941		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	219079		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	113116		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	105924		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	219040		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	12819		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	11615		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	24434		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	125957		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	117556		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	243513		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	138343		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	129067		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	267410		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	123818		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	115664		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	239482		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	14525		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	13403		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	27928		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	8416		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	7347		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	15763		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	146759		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	136414		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	283173		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	14525		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	13403		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	27928		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	14525		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	13403		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	27928		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	15723		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	14452		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	30175		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	7494		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	6917		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	14411		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	7494		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	6917		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	14411		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	7971		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	7439		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	15410		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	7031		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	6486		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	13517		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	7031		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	6486		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB_NSTA"	"non statale pubblica"	"2018"	"2018"	13517		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	7752		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	7013		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	14765		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	60008		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	55934		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	115942		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	60008		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	55934		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	115942		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	3827		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	3213		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	7040		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	63835		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	59147		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	122982		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	13746		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	12987		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PUB"	"pubblica"	"2018"	"2018"	26733		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	13746		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	12987		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"STA"	"statale"	"2018"	"2018"	26733		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	663		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	602		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"PRI"	"privata"	"2018"	"2018"	1265		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"LOW"	"secondaria I grado"	"ALL"	"totale"	"2018"	"2018"	14409		
